Date,Title,Brief,Link
"April 9, 2022 4:00:29 am","RBI hints at shift in stance, yields hit near 3-yr high",The 10-year benchmark bond yield rose 20 basis points higher to close the day at 7.12 per cent as against the previous close of 6.91 per cent. The rise in bond yields indicate that liquidity tightening is ahead and interest rates are set to rise.,https://indianexpress.com/article/business/economy/rbi-hints-at-shift-in-stance-yields-hit-near-3-yr-high-7860668/
"April 9, 2022 3:55:39 am",Forex reserves drop $11.17 billion,"The steep fall in the reserves was because of a decline in the core currency assets, which fell by $10.727 billion to $539.727 billion",https://indianexpress.com/article/business/economy/forex-reserves-drop-11-17-billion-7860751/
"April 9, 2022 3:39:31 am",FY22 gross revenues at record; direct tax mop-up rises 49%,"Gross tax collections grew to Rs 27.07 lakh crore in FY22, a 33.5% rise over last fiscal’s mop-up. The improved revenue buoyancy also reflected in tax-to-GDP ratio rising to over two-decade high of 11.7%",https://indianexpress.com/article/business/economy/fy22-gross-revenues-at-record-direct-tax-mop-up-rises-49-7860744/
" April 9, 2022  1:05:10 am","Monetary Policy review: Retaining policy rates, RBI cuts growth, ups inflation estimates","Growth projection 7.2%, inflation forecast 5.7%; sets stage for rate hike",https://indianexpress.com/article/business/economy/rbi-signals-shifting-focus-to-inflation-repo-rate-hike-ahead-7859829/
" April 8, 2022  1:32:34 pm",RBI Monetary Policy: Repo rate unchanged at 4% for the 11th consecutive time,"RBI Monetary Policy Meeting 2022 announcements: The six-member Monetary Policy Committee (MPC) headed by Reserve Bank of India (RBI) Governor Shaktikanta Das kept the repo rate unchanged at 4 per cent, while the reverse repo rate also was kept unchanged at 3.35 per cent. Here's what the Indian central bank chief announced.",https://indianexpress.com/article/business/economy/rbi-reserve-bank-of-india-monetary-policy-committee-april-2022-meeting-outcome-key-announcements-repo-rate-crr-economy-gdp-inflation-7859211/
" March 30, 2022  12:07:00 pm","RBI risks falling behind curve like Fed, SBI Funds Management says",SBI Funds warn the global rout may hurt Indian bonds as the central bank downplays inflation risks amid surging oil prices and the market braces for record government borrowing.,https://indianexpress.com/article/business/economy/rbi-risks-falling-behind-curve-like-fed-biggest-india-fund-says-7843840/
"March 30, 2022 12:47:15 am",‘Substantial progress in NSE co-location probe by CBI’,"In a written reply to Rajya Sabha, Sitharaman said that during the investigation into the matter, it was noticed that certain stock brokers got preferential access to the trading system.",https://indianexpress.com/article/business/economy/substantial-progress-in-nse-co-location-probe-by-cbi-7843373/
"March 30, 2022 12:38:31 am",50% crew to get pre-flight alcohol test daily: DGCA,"The notice has been issued “in view of reducing trend of COVID-19 cases and increase in volume of air traffic as a result of resumption of normal operation”, it noted. ",https://indianexpress.com/article/business/economy/50-crew-to-get-pre-flight-alcohol-test-daily-dgca-7843360/
"March 29, 2022 5:32:16 pm",India received 65% more FDI during Modi regime against 10 years of UPA rule: FM Sitharaman,"Replying to the discussion on the Finance Bill, 2022, and Appropriation Bill, 2022, the minister said India continues to remain among the top five foreign direct investment recipient countries in the world, as per a UNCTAD report.",https://indianexpress.com/article/business/economy/india-received-65-pc-more-fdi-during-modi-regime-against-10-years-of-upa-rule-fm-nirmala-sitharaman-7842809/
" March 29, 2022  5:20:33 pm",Sharp recovery in FY22 to help sustain growth: FM Sitharaman,"The government's road map was put into effect in 2014, she said, adding that major reforms, including Goods and Services Tax (GST), Insolvency and Bankruptcy Code (IBC) and significant reduction in corporate tax rate, were implemented.",https://indianexpress.com/article/business/economy/sharp-recovery-in-fy22-to-help-sustain-growth-fm-nirmala-sitharaman-7842682/
" March 26, 2022  6:51:34 am","FE CFO Awards: Will engage from a position of strength, says Goyal","The country’s combined goods-and-services exports would cross the $2-trillion mark in a decade or earlier, enabling it to blossom into the ‘big league’ of world trade, he said.",https://indianexpress.com/article/business/economy/fe-cfo-awards-engage-position-strength-goyal-7836747/
"March 25, 2022 1:52:09 am",Piyush Goyal on tax raids: Action will be taken for wrongdoings,"“I am amazed ... I do not understand the relation between raids and investments ... Is there any provision or law in the country that if you are a big politician or a big industrialist, action would not be taken for their wrongdoings ... Action will be taken”, the minister said.",https://indianexpress.com/article/business/economy/piyush-goyal-on-tax-raids-action-will-be-taken-for-wrongdoings-7835158/
"March 25, 2022 1:49:23 am",Price of Suzuki EVs to be based on 2014 pact: Bhargava,"Maruti Suzuki chairman RC Bhargava said that the pricing of electric vehicles (EVs) or batteries  sold by SMG to MSI will take into account the cost of material, labour, electricity, depreciation of equipment and other consumables, but not include any profits.",https://indianexpress.com/article/business/economy/price-of-suzuki-evs-to-be-based-on-2014-pact-bhargava-7835153/
"March 25, 2022 1:33:30 am",Piyush Goyal chief guest at CFO Awards,"The fifth edition of the FE CFO Awards, to be held on Friday evening in Mumbai, will acknowledge these stand-out professionals.
",https://indianexpress.com/article/business/economy/piyush-goyal-chief-guest-at-cfo-awards-7835136/
"March 25, 2022 1:32:14 am",‘Rise of retail investors push share of equities in household assets to all-time high at 4.8%’,"Indian household asset holdings — based on savings data and MTM (mark-to-market) calculations — over the last 15 years suggests that equities as a percentage of households (HH) net worth have risen to an all-time high, according to a report from research firm Jefferies.",https://indianexpress.com/article/business/economy/rise-of-retail-investors-push-share-of-equities-in-household-assets-to-all-time-high-at-4-8-7835131/
" March 24, 2022  7:14:44 am",India tops $400-billion target for goods exports,The target was achieved with 10 days to spare — exports crossed $400.8 billion on March 21 and there's a likelihood that total exports for the fiscal may cross $410 billion by the end of the month.,https://indianexpress.com/article/business/economy/india-achieving-usd-400-bn-goods-export-target-key-aatmanirbhar-bharat-milestone-pm-7832607/
"March 23, 2022 3:20:29 am",Markets jump over 1% on Ukraine truce hopes,Analysts said a hawkish US Fed and the 10-year yield in the US rising to 2.29 per cent are headwinds for global markets.,https://indianexpress.com/article/business/economy/markets-jump-over-1-per-cent-on-ukraine-truce-hopes-7831834/
"March 22, 2022 12:41:59 am","Crypto mining costs: No I-T deduction to be allowed, says govt","Loss from the transfer of virtual digital asset (VDA) will not be allowed to be set off against the income arising from the transfer of another VDA, Minister of State for Finance Pankaj Chaudhary said in a written reply to the Lok Sabha.",https://indianexpress.com/article/business/economy/crypto-mining-costs-no-i-t-deduction-to-be-allowed-says-govt-7830402/
"March 21, 2022 3:23:33 am",Reliance Retail buys 89% stake in Clovia for Rs 950 crore,"The founding team and management will own the balance stake in the company, RRVL said. With this acquisition, RRVL will further strengthen its portfolio in the innerwear segment, having already acquired Zivame and Amante brands, RRVL said",https://indianexpress.com/article/business/economy/reliance-retail-buys-89-stake-in-clovia-for-rs-950-crore-7828748/
" March 18, 2022  6:59:21 am",Economy faces spillovers from conflict; biz confidence up: RBI,“The geopolitical crisis has heightened the uncertainty clouding the global macroeconomic and financial landscape even as the world economy struggles to recover from the pandemic”,https://indianexpress.com/article/business/economy/economy-spillovers-conflict-biz-confidence-up-rbi-7825210/
" March 13, 2022  7:15:10 am",HDFC Bank set for Digital 2.0 as RBI lifts curbs on business generating activities,"In December 2020, the banking regulator had directed HDFC Bank to temporarily halt all digital launches as well as new sourcing of credit card customers, following various outages that the private lender faced due to technical glitches in the past two years.",https://indianexpress.com/article/business/economy/hdfc-bank-set-for-digital-2-7817170/
"March 12, 2022 3:41:49 am",RBI Deputy Governor: War fallout ‘may trigger re-calibration of forecasts’,"In 2022, India faces similar risks as in 2013 from surging international crude prices and the volume of gold imports, he said. Yet, the external sector is much more viable than it was in 2013.",https://indianexpress.com/article/business/economy/rbi-deputy-governor-ukraine-russia-war-fallout-may-trigger-re-calibration-forecasts-7815948/
" March 12, 2022  4:41:28 pm","Covid, lockdown hit MSMEs hardest, their bad loans spiked Rs 20,000 crore in 2020-21","Gross non-performing assets (NPAs) of MSMEs, or loans defaulted by these enterprises, rose by Rs 20,000 crore to Rs 1,65,732 crore as of September 2021 from Rs 1,45,673 crore in September 2020, the RBI said in response to a Right to Information (RTI) application by The Indian Express.",https://indianexpress.com/article/business/economy/covid-lockdown-hit-msmes-hardest-their-bad-loans-spiked-7816043/
" March 11, 2022  5:58:28 pm","IIP Data January 2022: India’s industrial output climbs 1.3% in Jan, says Govt data","IIP India Growth Rate Data January 2022: The industrial growth so far in the fiscal year 2021-22 (April-January) has grown 13.7 per cent, compared to a contraction of (-)12.0 per cent in the corresponding period year ago, the data from Ministry of Statistics & Programme Implementation (MoSPI) showed.",https://indianexpress.com/article/business/economy/india-iip-index-of-industrial-production-data-january-2022-7815275/
